заголовок,movieId,title,id,genres,cast,vote_average,director,keywords,title_key,title_ru,directors_x1,directors_x2,directors_cluster,genre_x1,genre_x2,genre_x3,genre_cluster,cast_x1,cast_x2,cast_cluster,keywords_x1,keywords_x2,keywords_cluster
Лицензия на среду (2007),53974,License to Wed (2007),2959,['Comedy'],"['EricChristianOlsen', 'JohnKrasinski', 'MandyMoore', 'RobinWilliams']",5.2,Ken Kwapis,"['bride', 'bridegroom', 'church', 'civilregistryoffice', 'marriage', 'newlove', 'partnership', 'priest', 'relation', 'tencommandments', 'wedding']",licensetowed,,5.3380556,9.786131,0,-12.003901,15.815363,-13.065905,3,1.0148098,1.0415269,8,11.97149,7.264024,1
 Эван Всемогущий (2007),53993,Evan Almighty (2007),2698,"['Comedy', 'Family', 'Fantasy']","['JimmyBennett', 'JohnGoodman', 'LaurenGraham', 'SteveCarell']",5.3,Tom Shadyac,"['animal', 'baustelle', 'dailylife', 'duringcreditsstinger', 'faith', 'father', 'fathersonrelationship', 'marriage', 'marriedcouple', 'nature', 'noahsark', 'rescue', 'support']",evanalmighty,,3.6358874,2.961569,1,1.4744362,-9.878254,-14.534147,18,1.0799085,1.3567961,8,12.430647,4.347463,1
 Трансформеры (2007),53996,Transformers (2007),1858,"['Action', 'Adventure', 'ScienceFiction']","['JoshDuhamel', 'MeganFox', 'RachaelTaylor', 'ShiaLaBeouf']",6.6,Michael Bay,"['alien', 'basedontoy', 'destroy', 'duringcreditsstinger', 'robot', 'teenagehero', 'transformation', 'transformers']",transformers,,22.592306,23.034565,1,17.111319,2.298493,-2.1201468,17,1.1077064,0.7640185,8,7.52824,15.5394945,1
 Гарри Поттер и Орден Феникса (2007),54001,Harry Potter and the Order of the Phoenix (2007),675,"['Adventure', 'Family', 'Fantasy', 'Mystery']","['DanielRadcliffe', 'EmmaWatson', 'MichaelGambon', 'RupertGrint']",7.4,David Yates,"['blackmagic', 'broom', 'childhero', 'cuttingthecord', 'deathofafriend', 'dyinganddeath', 'lossoflover', 'magic', 'occultism', 'prophecy', 'schoolofwitchcraft', 'sorcerersapprentice', 'sorcery', 'witch']",harrypotterandtheorderofthephoenix,,2.5539582,10.110618,0,0.023310713,-16.661608,-5.441376,10,0.96806884,1.0339969,8,-1.0137569,3.4848273,1
 Через Вселенную (2007),54190,Across the Universe (2007),4688,"['Adventure', 'Drama', 'Music', 'Romance']","['DanaFuchs', 'EvanRachelWood', 'JimSturgess', 'JoeAnderson']",7.1,Julie Taymor,"['1960s', 'antiwar', 'culturaldifference', 'fantasysequence', 'march', 'music', 'musical', 'policearrest', 'protest', 'riot', 'university', 'womandirector']",acrosstheuniverse,,5.7713437,8.161099,0,-5.4012165,-15.89065,6.858338,7,0.8224172,1.2165766,8,10.127045,1.9499512,1
 Хот Род (2007),54256,Hot Rod (2007),10074,"['Action', 'Comedy']","['AndySamberg', 'BillHader', 'IslaFisher', 'SissySpacek']",6.3,Akiva Schaffer,"['aftercreditsstinger', 'stepfather', 'stuntman', 'swimmingpool']",hotrod,,4.376849,9.371984,0,-12.624798,8.190233,-15.790708,3,0.8569579,1.0144215,8,-15.01211,-2.5386915,0
 Звездная пыль (2007),54259,Stardust (2007),2270,"['Adventure', 'Family', 'Fantasy', 'Romance']","['CharlieCox', 'ClaireDanes', 'MichellePfeiffer', 'RobertDeNiro']",7.1,Matthew Vaughn,"['basedonnovel', 'beauty', 'fallingstar', 'fratricide', 'goodvsevil', 'kingdom', 'newlove', 'prince', 'royalty', 'star', 'unrequitedlove', 'wall', 'witch']",stardust,,9.446282,2.151978,1,-2.3780515,-23.396093,0.052820288,14,0.64178,0.572396,8,10.330331,8.405445,1
 Никаких оговорок (2007),54276,No Reservations (2007),3638,['Comedy'],"['AaronEckhart', 'AbigailBreslin', 'CatherineZeta-Jones', 'PatriciaClarkson']",6.1,Scott Hicks,"['barsandrestaurants', 'competition', 'cook', 'cooking', 'funeral', 'italy', 'kitchen', 'lossofmother', 'lossofsister', 'motherrole', 'newlove', 'perfectionist', 'restaurant']",noreservations,,8.875256,5.7938533,1,-12.003901,15.815363,-13.065905,3,0.7977337,1.4070381,8,12.402777,-1.2074366,1
 Чарли Бартлетт (2007),54281,Charlie Bartlett (2007),8669,"['Comedy', 'Drama']","['AntonYelchin', 'HopeDavis', 'KatDennings', 'RobertDowneyJr.']",6.5,Jon Poll,"['advice', 'cleverness', 'depression', 'drama', 'drugaddiction', 'girlfriend', 'highschool', 'independentfilm', 'medicine', 'newlove', 'privateschool', 'psychiatrist', 'schoolbus', 'schoolperformance', 'suicideattempt', 'teenagecrush', 'toilet']",charliebartlett,,5.878793,8.807645,0,-19.51495,10.796431,3.1497498,16,0.6772905,0.8889342,8,4.7327557,3.5311115,1
 Суперплохие (2007),54503,Superbad (2007),8363,['Comedy'],"['BillHader', 'ChristopherMintz-Plasse', 'JonahHill', 'MichaelCera']",7.0,Greg Mottola,"['becominganadult', 'highschool', 'onenight', 'youngpeople']",superbad,,4.784769,6.4915996,0,-12.003901,15.815363,-13.065905,3,0.5964703,1.613128,8,-25.649551,-0.8851247,0
 Час пик 3 (2007),54648,Rush Hour 3 (2007),5174,"['Action', 'Comedy', 'Crime', 'Thriller']","['ChrisTucker', 'HiroyukiSanada', 'JackieChan', 'MaxvonSydow']",6.1,Brett Ratner,['ambassador'],rushhour3,,8.0440855,7.383807,1,11.849634,2.0211396,-6.224662,1,0.42312208,0.8567268,8,15.282862,-23.251219,1
 Сидни Уайт (2007),54734,Sydney White (2007),10760,['Comedy'],"['AmandaBynes', 'JeremyHoward', 'MattLong', 'SaraPaxton']",6.0,Joe Nussbaum,"['college', 'modernfairytale', 'romance', 'snowwhite', 'sorority', 'student', 'youngadult']",sydneywhite,,3.7524166,8.5585165,0,-12.003901,15.815363,-13.065905,3,0.40187433,1.4341992,8,4.143807,-1.109555,1
 Дневной лагерь папы (2007),54768,Daddy Day Camp (2007),14144,"['Comedy', 'Family']","['CubaGoodingJr.', 'LochlynMunro', 'PaulRae', 'TamalaJones']",4.4,Fred Savage,"['colonel', 'competition', 'grandfathergrandsonrelationship', 'rivalry', 'summercamp', 'toilet', 'vomit']",daddydaycamp,,6.6176877,5.2120214,1,-6.606357,-4.2261305,-21.456577,9,0.7492602,0.821643,8,14.20204,1.5395896,1
 Смертный приговор (2007),54787,Death Sentence (2007),11835,"['Action', 'Crime', 'Drama', 'Thriller']","['GarrettHedlund', 'JordanGarrett', 'KellyPreston', 'KevinBacon']",6.5,James Wan,"['extremeviolence', 'fingergun', 'gang', 'hoodlum', 'hospital', 'justice', 'lossofson', 'murder', 'policeofficerkilled', 'repayment', 'revenge', 'semiautomaticpistol']",deathsentence,,11.461346,9.481647,1,12.955965,4.0579224,0.080088094,15,0.22415096,1.2817967,8,4.8895407,11.8078785,1
 Искупление (2007),55052,Atonement (2007),4347,"['Drama', 'Romance']","['JamesMcAvoy', 'KeiraKnightley', 'RomolaGarai', 'SaoirseRonan']",7.4,Joe Wright,"['author', 'basedonnovel', 'book', 'flirt', 'innocence', 'lossofsister', 'mistake', 'newlove', 'redemption', 'sistersisterrelationship', 'summer', 'worldwarii']",atonement,,5.879088,3.9253712,1,-9.358015,-13.215299,13.59973,13,0.52992,1.1201099,8,2.8635793,3.9824042,1
 Конца не видно (2007),55071,No End in Sight (2007),12901,['Documentary'],"['AliFadhil', 'CampbellScott', 'GeraldBurke', 'RobertHutchings']",7.2,Charles Ferguson,"['incompetence', 'independentfilm', 'irak', 'occupyingpower', 'superpower', 'warfare', 'whitehouse']",noendinsight,,1.497988,6.1870136,0,-3.134467,3.776885,-1.5626373,11,0.35552987,1.72917,8,-19.504398,0.22788814,0
 В долине Эла (2007),55094,In the Valley of Elah (2007),6973,"['Crime', 'Drama', 'History', 'Mystery', 'Thriller']","['CharlizeTheron', 'FrancesFisher', 'SusanSarandon', 'TommyLeeJones']",6.6,Paul Haggis,"['cover-up', 'detective', 'disappearance', 'fathersonrelationship', 'homicide', 'investigation', 'iraq', 'militaryservice', 'murderinvestigation', 'patriotism', 'police', 'warcrimes']",inthevalleyofelah,,4.3586235,11.675912,0,12.099186,1.8412588,2.5582318,15,0.56266254,1.4268239,8,7.230042,14.633436,1
 Восточные обещания (2007),55118,Eastern Promises (2007),2252,"['Crime', 'Mystery', 'Thriller']","['ArminMueller-Stahl', 'NaomiWatts', 'ViggoMortensen', 'VincentCassel']",7.2,David Cronenberg,"['bathhouse', 'diary', 'fathersonrelationship', 'femalenudity', 'gangster', 'gay', 'hitman', 'humantrafficking', 'jealousy', 'londonengland', 'malenudity', 'midwife', 'motherdaughterrelationship', 'motorcycle', 'murder', 'orphan', 'russian', 'sex', 'undercover', 'underworld']",easternpromises,,3.1406083,30.419664,0,13.4208555,-0.058398634,1.9848517,15,0.45786572,1.6340035,8,14.384846,5.8893595,1
 Обитель зла: Вымирание (2007),55232,Resident Evil: Extinction (2007),7737,"['Action', 'Horror', 'ScienceFiction']","['AliLarter', 'IainGlen', 'MillaJovovich', 'OdedFehr']",6.1,Russell Mulcahy,"['basedonvideogame', 'clone', 'conspiracy', 'dystopia', 'evilcorporation', 'mutant', 'post-apocalyptic', 'zombie']",residentevil:extinction,,4.1328654,5.6833177,0,18.89112,1.247024,-0.6523867,17,0.52505916,0.12968896,8,16.9043,2.194909,1
" Удачи, Чак (2007)",55245,Good Luck Chuck (2007),10030,"['Comedy', 'Drama', 'Romance']","['DanFogler', 'DaneCook', 'ElliaEnglish', 'JessicaAlba']",5.5,Mark Helfrich,"['aquarium', 'basedonshortstory', 'bride', 'curse', 'dentist', 'duringcreditsstinger', 'love', 'man-womanrelation', 'nudity', 'one-nightstand', 'sex', 'wedding']",goodluckchuck,,5.824601,7.9077487,0,-11.609255,-11.696262,6.3907685,7,0.2952699,0.80046105,8,6.561862,9.648852,1
 В дикую природу (2007),55247,Into the Wild (2007),5915,"['Adventure', 'Drama']","['EmileHirsch', 'JenaMalone', 'MarciaGayHarden', 'WilliamHurt']",7.8,Sean Penn,"['alaska', 'basedontruestory', 'biography', 'camping', 'cuttingthecord', 'journey', 'malenudity', 'parentskidsrelationship', 'pubichair', 'self-discovery', 'wilderness']",intothewild,,8.662062,1.5040587,1,-9.513023,7.073799,2.0870678,6,0.55671483,0.48574924,8,3.0248652,-4.499509,1
 Нам принадлежит ночь (2007),55272,We Own the Night (2007),2001,"['Crime', 'Drama', 'Thriller']","['AlexVeadov', 'EvaMendes', 'JoaquinPhoenix', 'MarkWahlberg']",6.5,James Gray,"['fathersonrelationship', 'gangster', 'newyork', 'nightclub']",weownthenight,,1.8666853,8.46466,0,11.454601,6.207516,4.13468,19,0.5080995,1.4188509,8,15.248243,-7.519162,1
 Элизабет: Золотой век (2007),55274,Elizabeth: The Golden Age (2007),4517,"['Drama', 'History', 'Romance']","['CateBlanchett', 'CliveOwen', 'GeoffreyRush', 'LaurenceFox']",6.6,Shekhar Kapur,"['assassination', 'catholicism', 'colony', 'england', 'execution', 'governance', 'middleages', 'palaceintrigue', 'queenelizabethi', 'religiouswar', 'seabattle', 'spain', 'tudors', 'virgin']",elizabeth:thegoldenage,,6.0135055,2.1307652,1,-7.907993,-19.740658,6.7222958,14,0.4877609,0.6943766,8,12.023678,-0.9396948,1
 Майкл Клейтон (2007),55276,Michael Clayton (2007),4566,"['Crime', 'Drama', 'Mystery']","['GeorgeClooney', 'SydneyPollack', 'TildaSwinton', 'TomWilkinson']",6.5,Tony Gilroy,"['businessethics', 'carbomb', 'chambersofabarrister', 'crookedlawyer', 'killing', 'lawsuit', 'pretendedsuicide', 'restaurant', 'scandal']",michaelclayton,,5.2749214,11.975193,0,-9.829231,1.120583,4.586221,6,0.029902376,0.3469714,8,12.602873,-2.6016686,1
 Ларс и настоящая девушка (2007),55280,Lars and the Real Girl (2007),6615,"['Comedy', 'Drama', 'Romance']","['EmilyMortimer', 'KelliGarner', 'PaulSchneider', 'RyanGosling']",7.1,Craig Gillespie,"['delusion', 'doll', 'dyinganddeath', 'garage', 'lonewolf', 'loss', 'puppet']",larsandtherealgirl,,7.4652314,5.025134,1,-11.609255,-11.696262,6.3907685,7,0.5628313,1.0053726,8,14.712105,-6.683402,1
 30 дней ночи (2007),55282,30 Days of Night (2007),4513,"['Horror', 'Thriller']","['BenFoster', 'DannyHuston', 'JoshHartnett', 'MelissaGeorge']",6.2,David Slade,"['alaska', 'basedongraphicnovel', 'blizzard', 'bloodlust', 'marriagecrisis', 'polarnight', 'sunrise', 'vampire', 'winter']",30daysofnight,,7.629038,5.3035026,1,18.141804,2.007536,5.559298,8,-0.10941628,0.8481014,8,6.010406,-1.4175155,1
 10-е и Вольф (2006),55391,10th & Wolf (2006),13197,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['BrianDennehy', 'DennisHopper', 'JamesMarsden', 'LeoRossi']",6.3,Robert Moresco,"['crimefamily', 'mafia', 'mobster', 'undercover']",10th&wolf,,5.8654547,10.189187,0,12.454187,1.4352337,0.006231427,15,0.37315184,0.7249012,8,-5.0253553,-14.868746,0
 Персеполис (2007),55442,Persepolis (2007),2011,"['Animation', 'Drama']","['CatherineDeneuve', 'ChiaraMastroianni', 'DanielleDarrieux', 'SimonAbkarian']",7.7,Vincent Paronnaud,"['1970s', 'adultanimation', 'bombalarm', 'civilwar', 'cuttingthecord', 'parentskidsrelationship', 'puberty', 'punk', 'punkband', 'totalitarianregime', 'war', 'womandirector']",persepolis,,6.767766,11.512153,0,-4.206295,8.349024,5.713118,6,0.30504096,0.57761776,8,-2.7786617,1.5472908,1
 Контроль (2007),55444,Control (2007),5708,['Drama'],"['AlexandraMariaLara', 'JoeAnderson', 'SamRiley', 'SamanthaMorton']",7.5,Anton Corbijn,"['epilepsy', 'extramaritalaffair', 'independentfilm', 'manchestercity', 'medicine', 'music', 'musicband', 'newlove', 'punk', 'recordingcontract', 'recordlabel', 'recordproducer', 'wife']",control,,1.877244,8.224973,0,-15.337273,18.879065,14.114953,2,0.40658337,1.0774649,8,2.7664552,-4.265068,1
 Пила IV (2007),55577,Saw IV (2007),663,"['Crime', 'Horror', 'Thriller']","['BetsyRussell', 'CostasMandylor', 'ScottPatterson', 'TobinBell']",5.9,Darren Lynn Bousman,"['blood', 'doctor', 'electricchair', 'fbiagent', 'femalecorpse', 'games', 'ice', 'pain', 'policeofficer', 'psychopath', 'torture', 'victim', 'violence']",sawiv,,6.1127124,5.9896493,1,17.855247,0.7741982,1.0685726,17,0.32528684,0.40389615,8,17.711882,3.066768,1
 Американский гангстер (2007),55765,American Gangster (2007),4982,"['Crime', 'Drama']","['ChiwetelEjiofor', 'DenzelWashington', 'JoshBrolin', 'RussellCrowe']",7.4,Ridley Scott,"['aftercreditsstinger', 'ambition', 'blackpeople', 'cop', 'crime', 'criminalheroes', 'dishonesty', 'drugdealing', 'drugsmuggle', 'drugtraffic', 'family', 'gangster', 'lawenforcement', 'policecorruption', 'policedetective', 'riseandfall', 'society', 'underdog']",americangangster,,2.683038,31.636894,0,-13.161213,8.548437,4.8700733,6,0.0896518,0.10218239,8,-2.0050364,12.69769,1
 Пчелиный фильм (2007),55768,Bee Movie (2007),5559,"['Adventure', 'Animation', 'Comedy', 'Family']","['JerrySeinfeld', 'JimCummings', 'MatthewBroderick', 'RenéeZellweger']",5.7,Steve Hickner,"['aftercreditsstinger', 'airplane', 'beehive', 'college', 'court', 'factoryworker', 'florist', 'flower', 'flowershop', 'pilot', 'tennis']",beemovie,,5.7266874,5.4643035,1,-3.9398904,-4.8272133,-19.01345,9,0.17912346,0.35610417,8,11.129974,3.9411554,1
 Старикам здесь не место (2007),55820,No Country for Old Men (2007),6977,"['Crime', 'Drama', 'Thriller']","['JavierBardem', 'JoshBrolin', 'TommyLeeJones', 'WoodyHarrelson']",7.7,Joel Coen,"['drugtraffic', 'hitman', 'suspense', 'texas', 'unitedstates–mexicobarrier']",nocountryforoldmen,,4.650309,7.0974073,0,11.454601,6.207516,4.13468,19,0.52298206,0.713142,8,-26.001162,0.740058,0
" Будьте добры, перемотка (2008)",55830,Be Kind Rewind (2008),4953,"['Comedy', 'Drama']","['DannyGlover', 'JackBlack', 'MiaFarrow', 'YasiinBey']",6.2,Michel Gondry,"['camcorder', 'delusion', 'nuclearpowerplant', 'videoband', 'videostore']",bekindrewind,,6.7078586,11.506097,0,-19.51495,10.796431,3.1497498,16,0.055149317,0.34550783,8,-26.001162,0.740058,0
 Август Раш (2007),55872,August Rush (2007),5123,['Drama'],"['FreddieHighmore', 'JonathanRhysMeyers', 'KeriRussell', 'TerrenceHoward']",7.1,Kirsten Sheridan,"['affection', 'cello', 'childlabour', 'children', 'childrenshome', 'choir', 'churchchoir', 'concert', 'crush', 'date', 'deathofachild', 'fallinginlove', 'forbiddenlove', 'guitar', 'harmonica', 'kiss', 'lie', 'lossofchild', 'lossofson', 'loveatfirstsight', 'loveofoneslife', 'lover(female)', 'motherlylove', 'music', 'musiclover', 'organ', 'orphanage', 'piano', 'relationship', 'rockstar', 'secretlove', 'tenderness', 'womandirector']",augustrush,,5.310303,8.168658,0,-15.337273,18.879065,14.114953,2,0.41865987,1.6581882,8,4.298005,15.282639,1
Львы для ягнят (2007),55946,Lions For Lambs (2007),4515,"['Action', 'Adventure', 'Drama', 'History']","['MerylStreep', 'MichaelPeña', 'RobertRedford', 'TomCruise']",6.0,Robert Redford,"['afghanistan', 'externallycontrolledaction', 'future', 'journalist', 'manipulation', 'manipulationofthemedia', 'past', 'politicalnegotiations', 'propaganda', 'terrorist', 'war', 'waragainstterror', 'warinafghanistan']",lionsforlambs,,0.78129184,4.7681103,0,-0.89160657,-7.0552692,-3.8177361,0,0.18831009,0.80535775,8,7.209776,10.932321,1
 Саутлендские сказки (2006),56003,Southland Tales (2006),4723,"['Action', 'Adventure', 'Comedy', 'Drama', 'ScienceFiction', 'Thriller']","['DwayneJohnson', 'MandyMoore', 'SarahMichelleGellar', 'SeannWilliamScott']",5.2,Richard Kelly,"['absurdism', 'afghanistan', 'allegory', 'alternatereality', 'alternatetimeline', 'amnesia', 'anticonformity', 'apocalypse', 'balloon', 'bigcorporation', 'blackmail', 'brotherbrotherrelationship', 'conspiracy', 'cultfilm', 'dirtycop', 'doomsday', 'doppelganger', 'endoftheworld', 'environmentalissue', 'evacuation', 'fourthdimension', 'governmentcorruption', 'interracialrelationship', 'karma', 'kidnapping', 'losangeles', 'marxism', 'massmurder', 'memory', 'metaphysics', 'middleeast', 'mothersonrelationship', 'movieinmovie', 'murder', 'mysteriouspast', 'nearfuture', 'nevada', 'noopeningcredits', 'northkorea', 'paradox', 'politician', 'politics', 'prophecy', 'riot', 'santamonicacalifornia', 'screenwriter', 'search', 'smuggling', 'southerncalifornia', 'splitpersonality', 'spy', 'suicide', 'surrealism', 'terrorism', 'terrorist', 'timetravel', 'twinbrother', 'undercoveragent', 'wifehusbandrelationship', 'worldwariii']",southlandtales,,9.410388,-2.5502803,1,14.044712,5.1238656,-1.6557236,15,-0.043405574,0.31460336,8,-0.11163217,22.696878,1
 Зачарованный (2007),56152,Enchanted (2007),4523,"['Comedy', 'Family', 'Fantasy', 'Romance']","['AmyAdams', 'JamesMarsden', 'PatrickDempsey', 'TimothySpall']",6.6,Kevin Lima,"['animation', 'evilwitch', 'fairytale', 'fantasyworld', 'musical', 'partanimation', 'poison', 'portal', 'princess', 'queen']",enchanted,,7.04886,8.556831,0,-5.645878,-21.298088,-2.8113708,14,-0.05093342,-0.26698092,8,13.110516,-3.0057974,1
 Хитмэн (2007),56156,Hitman (2007),1620,"['Action', 'Crime', 'Drama', 'Thriller']","['DougrayScott', 'OlgaKurylenko', 'RobertKnepper', 'TimothyOlyphant']",5.9,Xavier Gens,"['adversary', 'assassin', 'basedonvideogame', 'celibacy', 'execution', 'government', 'hitman', 'intelligence', 'killer', 'power', 'powertakeover', 'russia', 'secretformula', 'secretidentity', 'secretsociety', 'sovietunion', 'violence']",hitman,,6.318606,7.327152,0,12.955965,4.0579224,0.080088094,15,0.20933685,1.5646276,8,13.600989,7.050997,1
 Пробуждение (2007),56169,Awake (2007),13483,"['Crime', 'Mystery', 'Thriller']","['HaydenChristensen', 'JessicaAlba', 'LenaOlin', 'TerrenceHoward']",6.3,Joby Harold,[''],awake,,4.064374,0.9275979,1,13.4208555,-0.058398634,1.9848517,15,0.16167375,0.27393058,8,-7.799057,-11.326392,0
 Я легенда (2007),56174,I Am Legend (2007),6479,"['Action', 'Drama', 'Horror', 'ScienceFiction', 'Thriller']","['AliceBraga', 'CharlieTahan', 'SalliRichardson-Whitfield', 'WillSmith']",6.9,Francis Lawrence,"['alone', 'dystopia', 'helplessness', 'lostcivilisation', 'matteroflifeanddeath', 'pandemic', 'post-apocalyptic', 'savingtheworld', 'virus']",iamlegend,,1.5316994,10.25779,0,19.309822,2.897153,1.4577755,17,0.45068473,0.50378335,8,-3.3208103,-10.022641,0
 Элвин и бурундуки (2007),56176,Alvin and the Chipmunks (2007),6477,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Music']","['CameronRichardson', 'DavidCross', 'JaneLynch', 'JasonLee']",5.5,Tim Hill,"['approach', 'chipmunk', 'concert', 'duringcreditsstinger', 'forest', 'friendship', 'music', 'performance', 'pop', 'popstar', 'recordproducer', 'songwriter', 'surprise', 'talkinganimal', 'talkingtoanimals']",alvinandthechipmunks,,8.026099,4.1266723,1,-3.3057806,-0.85295624,-6.4743853,5,0.23790182,0.2409443,8,4.783426,7.5309997,1
